text,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7,aspect8,aspect9
dt đẹp hãng nguyên niêm_phong cskh tư_vấn nhiệt_tình dễ_thương tội vc giao hàng sợ khâu vận_chuyển,0,1,0,1,0,1,1,0,0
giao hàng nhanh đóng_gói cẩn_thận hi_vọng bền,0,0,0,1,0,0,0,0,0
màu trắng shop giao màu xanh oke giao 4 - 64 zj mơn_shop,0,0,0,0,0,0,1,0,0
giao hàng nhanh sản_phẩm oke vote 5sao,0,0,0,1,0,0,0,0,0
ổn tiền không hi_vọng ram máy ít web tải không lưu_ý 1 chút cài ap shop cài hộ ap phiên_bản ios tải máy liệt mất nút home bảo_hành không shop ?,1,0,0,0,0,0,0,0,1
máy tốt chất_lượng đúng như quảng_cáo shop nhiệt_tình tu vấn chuyên_nghiệp hài_lòng sản_phẩm phong_cách phục_vụ shop,0,0,0,0,0,0,1,0,0
máy tốt chất_lượng đúng như quảng_cáo shop nhiệt_tình tu vấn chuyên_nghiệp hài_lòng sản_phẩm phong_cách phục_vụ shop,0,0,0,0,0,0,1,0,0
shop uy_tín giao hàng đúng hẹn máy chất_lượng đúng quảng_cáo phong_cách làm_việc chuyên_nghiệp máy đẹp chức_năng chạy mạnh màu_sắc màn_hình hài_lòng ủng_hộ shop một,1,1,1,1,0,0,1,0,0
hàng chưa up rom tiếng việt mong shop,0,0,0,0,0,0,0,0,1
sp đúng mô_tả đóng_gói cẩn_thận,0,0,0,1,0,0,0,0,0
shop gửi hàng chán bảo gửi màu trắng gửi màu đen máy hơi chậm phim,0,0,1,0,0,0,1,0,0
shop phuc vụ tốt máy chuẩn lam mua 2 đều ổn,0,0,0,0,0,0,1,0,0
chất_lượng nguên cel đợi shop up rom tiếng việt oke,0,0,0,0,0,0,0,0,0
hài_lòng ! shop,0,0,0,0,0,0,0,0,1
shop nhiệt_tình,0,0,0,0,0,0,1,0,0
sản_phẩm,0,0,0,0,0,0,0,0,0
ok hàng đóng gọi cẩn_thận nhân_viên giao hàng nhiệt_tình hộp nguyên niêm_phong nguyên kiện chờ 7 úp rom tiếng việt hoàn_hảo,0,0,0,1,0,1,0,0,0
mua 2 hài_lòng,0,0,0,0,0,0,0,0,1
shop oke,0,0,0,0,0,0,0,0,1
đồng_tiền bát gạo sản_phẩm chuẩn cấu_hình mạnh_mẽ ứng_dụng hoạt_động ổn_định màn_hình cảm_ứng lướt êm màu đẹp màu_sắc rực_rỡ pin trâu_bò hoàn_thiện shop uy_tín hàng hãng giao hàng đúng hẹn hài_lòng vừa_ý,1,1,1,1,1,1,1,0,0
hàng đúng mô_tả giá tiền ủng_hộ shop,0,0,0,0,1,0,0,0,0
máy đẹp chức_năng hoàn_thiện màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo shop 5,1,1,1,1,1,0,1,0,0
săn giá tốt đóng_gói sản_phẩm chắc_chắn hàng như mô_tả nguyên seal sẵn tiếng việt tiện_dụng dòng note9 chưa tối_ưu tác vụ bình_thường như chụp ảnh lướt web đổi tab lag game lag ổn chụp ảnh đẹp đính kèm ảnh video máy chụp,1,0,1,1,1,1,0,0,0
ảnh chụp sắc nét chất_lượng tốt màu tím ngõ rata hợp tiếc không màu hồng ahihi,1,1,0,0,0,0,0,0,0
ổn ! nắp lưng dán chưa đẹp 8g ram chạy mượt loa to chất_lượng trung_bình thích_lượng chất_lượng qua_loa cắm dây tuyệt_vời,1,0,1,0,0,0,0,1,0
shop hướng_dẫn chu_đáo máy pin lâu_dài chạy ổn,1,0,0,0,0,0,1,0,0
máy_đẹp mượt ít hao pin,1,1,1,0,0,0,0,0,0
tuyệt chất_lượng tốt đúng như shop quảng_bá hoàn_thiện chi_tiết shop uy_tín giao hàng đúng hẹn sản_phẩm đẹp không chê hài_lòng lắm giới_thiệu bạn_bè người_thân ủng_hộ shop,0,1,0,1,0,0,1,0,0
chất_lượng sản_phẩm tốt giá tiền giao hàng nhanh nhiệt_tình ủng_hộ shop chúc shop làm_ăn phát_đạt ♥ ️,0,0,0,1,1,0,1,0,0
shop ns 18 / 12 115 / 12 giao r oke o,0,0,0,1,0,0,0,0,0
hàng đẹp hài_lòng mua bữa bữa giảm_giá,0,1,0,0,0,0,0,0,0
kêu shop giao màu trắng giao màu đen định hàng kệ mua cháu học củng tạm,0,0,0,0,0,0,1,0,0
shop giao hàng đúng hẹn máy đẹp màu_sắc rực_rỡ màn_hình đẹp âm_thanh cấu_hình mạnh_mẽ wifi ổn mạng game lướt web phim đều mượt camera sắt nét chụp ảnh cực đẹp giá_cả hợp_lý tầm hài_lòng lắm shop anh_em an_tâm sản_phẩm shop,1,1,1,1,1,0,0,0,0
đồng_tiền bát gạo shop phục_vụ nhiệt_tình giao hàng nhanh đúng hẹn chất_lượng tốt máy đẹp chức_năng cơ_bản chạy ổn_định cảm_ứng màn_hình đẹp màu_sắc rực_rỡ như mong_đợi máy đầm hài_lòng lắm shop shop,1,1,1,0,0,0,1,0,0
imei trùng khớp nguyên seal pin_khỏe ẩn ứng_dụng thẻ_nhớ chưa hiện mong shop giúp_đỡ kích_hoạt bảo_hành giúp,1,0,0,0,0,1,0,0,0
hàng màu xám giao trắng nhắn shop bảo nhân_viên sai_sót cố_tình giao sai màu xám hàng âm_thầm giao màu trắng không hề báo review tương_tự cố_tình giao không hàng cực,0,0,0,1,0,0,1,0,0
máy đẹp như tư_vấn ! vô_cùng ! nhân_viên tư_vấn nhiệt_tình !,0,1,0,0,0,0,1,0,0
sửa lỗi mmi shop ?,0,0,0,0,0,0,0,0,1
đẹp shop sản_phẩm_chất_lượng đúng như quảng_cáo chức_năng cơ_bản ổn_định màn_hình đẹp cảm_ứng nhạy lướt êm_ái cấu_hình mạnh_mẽ đồng_tiền giới_thiệu bạn_bè người_thân ủng_hộ shop,1,1,1,0,0,0,0,0,0
ngon bổ rẻ tội hơi lắp ốp cầm mỏi,0,1,0,0,0,0,0,0,0
sai màu vàng god giao màu xám mặt máy vết lõm game hơi giật tí ổn,0,1,1,0,0,0,1,0,0
máy đúng hãng ổn tốt giới_thiệu bạn_bè ủng_hộ shop top 1 máy đẹp hãng giao hàng nhanh đóng_gói cẩn_thận máy mới_tinh đều tốt giá rẻ lựa cân_nhắc kĩ lựạ kĩ shop uy_tín,0,1,0,1,1,1,1,0,0
máy_đẹp uy_tín,0,1,0,0,0,0,1,0,0
chất_lượng đúng chuẩn kết_cấu hoàn_hảo hài_lòng lắm sản_phẩm cấu_hình mạnh_mẽ màu_sắc rực_rỡ chức_năng cơ_bản ổn_định shop uy_tín giao hàng nhanh nhân_viên tư_vấn nhiệt_tình chế_độ bảo_hành rõ_ràng an_tâm sản_phẩm,1,1,1,1,0,0,1,0,0
hàng 100 % nguyên niêm_phong,0,0,0,0,0,1,0,0,0
máy mấy chất_lượng ok,0,0,0,0,0,0,0,0,1
hàng nguyên hàng cskh trừ 1 * hàng ok hài_lòng 1 tuần trải nghiệm,0,0,0,1,0,1,1,0,0
tets máy ổn nhanh oke,0,0,0,0,0,0,0,0,0
sản_phẩm tốt chất_lượng shop giao hàng đúng hẹn kiểm_tra ứng_dụng mượt game phim lướt web êm shop giao hàng đúng như quảng_cáo giới_thiệu người_thân ủng_hộ shop duyệt 5,0,0,1,1,0,0,0,0,0
uy_tín chất_lượng,0,0,0,0,0,0,1,0,0
máy đẹp shop tặng cáp otg cắm chuột ok máy cài office văn_phòng thay laptop sim 4g chạy mạng êm bao da đi máy đẹp ủng_hộ shop tiếp nha,0,1,1,0,0,0,0,1,0
shop giao hàng chuẩn máy đẹp hoàn_thiện chi_tiết cấu_hình mạnh_mẽ màn_hình cảm_ứng nhạy màu_sắc rực_rỡ shop uy_tín nhiệt_tình khách_hàng chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm giới_thiệu bạn_bè người_thân ủng_hộ shop,1,1,0,0,0,1,1,0,0
máy đẹp chất_lượng như shop quảng_cáo test chức_năng đều hoạt_động tốt màn_hình đẹp màu_sắc rực_rỡ như mong_đợi cầm đầm chảnh shop uy_tín giao hàng đúng hẹn nhân_viên phục_vụ tốt hài_lòng lắm ủng_hộ sản_phẩm shop,1,1,1,1,0,0,1,0,0
màu xanh nhung shop giao mau hồng nhắn shop không trả_lời máy chạy giật pin nóng sạc va cáp cũ,1,0,1,0,0,0,1,1,0
sước,0,1,0,0,0,0,0,0,0
máy nhạy đóng_gói cẩn_thận giá tiền ok. không tải ứng_dụng như chương_trình bé hy_vọng shop liên_hệ hướng_dẫn cài_đặt ok ok.,0,0,1,1,1,0,0,0,0
sản_phẩm đẹp ngon_rẻ,0,1,0,0,1,0,0,0,0
nghe tốt kết_nối ổn_định âm_thanh nghe phục_vụ chuyên_nghiệp khách_hàng,0,0,0,0,0,0,0,0,1
hàng shop mô_tả lắm mua,0,0,0,0,0,0,0,0,1
báo giao màu đen shop giao màu đồng phiếu in báo màu đen,0,0,0,0,0,0,1,0,0
điện_thoại lỗi cảm 5 - 10 phút khựng màn_hình màu đen giao màu vàng,0,0,1,0,0,0,1,0,0
hài_lòng sản_phẩm,0,0,0,0,0,0,0,0,1
tốt,0,0,0,0,0,0,0,0,1
tui làm_biếng chụp ảnh nha cin sp oki lắm nha mua giá sale túm ưng bụng nè,0,0,0,0,1,0,0,0,0
máy đẹp shop giá_cả hợp_lý shop giao hàng nhanh đúng hẹn chất_lượng không chuẩn vừa_ý hài_lòng đồng_tiền bát gạo shop phục_vụ chuyên_nghiệp chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm giá 5sao,0,1,0,1,1,0,1,0,0
ok mua người_thân 1,0,0,0,0,0,0,0,0,1
giá tốt thị_trường chất_lượng ổn_định,0,0,0,0,1,0,0,0,0
máy đẹp ngon chức_năng hoạt_động ổn_định shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình an_tâm sản_phẩm shop,0,1,1,1,0,0,1,0,0
tuyệt_vời máy đẹp shop giao hàng đúng như quảng_cáo chức_năng ổn_định ứng_dụng chạy mượt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đẹp mạng lướt web phim đều oke shop tận_tình hướng_dẫn nhân_viên phục_vụ chuyên_nghiệp hài_lòng,1,1,1,0,0,0,1,0,0
sản_phẩm oke bé vui học ứng_dụng shop cài sẵn,0,0,0,0,0,0,0,0,1
shop dễ_thương uy_tín giao hàng đúng chất_lượng sản_phẩm như quảng_cáo test ứng_dụng hoàn_hảo vừa_ý hàng tặng quà chị_em mua hàng shop chúc shop thành_công đông ... 5 *,0,0,1,1,0,0,1,0,0
giao hàng 1 tuần giá rẻ chất_lượng sản_phẩm tốt,0,0,0,1,1,0,0,0,0
ổn,0,0,0,0,0,0,0,0,1
chuẩn shop giao hàng đúng chất chức_năng cơ_bản hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ camera chụp hình hài_lòng vừa_ý lắm shop phục_vụ chuyên_nghiệp nhân_viên nhiệt_tình chế_độ hậu_mãi an_tâm sản_phẩm shop,1,0,1,0,0,0,1,0,0
oke giao hàng hơi chút shop phục_vụ nhiệt_tình 5s,0,0,0,1,0,0,1,0,0
hàng nhanh đóng_gói cẩn_thận máy chưa lỗi 5 ★,0,0,0,1,0,0,0,0,0
mih nt màu vàng gửi mih màu xanh mih mua chủ_yếu bé phim nghe nhạc tạm ổn giá oke,0,0,0,0,0,0,1,0,0
máy 3 shop chất_lượng máy tốt lắm pin bọng ổn máy đẹp ứng_dụng hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ shop làm_ăn uy_tín nhiệt_tình chăm_sóc khách_hàng chế_độ hậu_mãi rõ_ràng shop 5 ok,1,1,1,0,0,0,1,0,0
mua như tuyệt_vời !,0,0,0,0,0,0,0,0,1
hàng chuẩn nguyên seal săn sale 2tr8 ngon,0,0,0,0,1,1,0,0,0
giao đúng hẹn shop tư_vấn nhiệt trải nghiệm góp_ý tin_tưởng 5,0,0,0,1,0,0,1,0,0
ổn 1 hướng_dẫn chưa sony bao hình_như mik vọc_vạch,0,0,0,0,0,0,0,0,0
trải nghiệm máy z5 ! sản_phẩm tốt tính_năng hoạt_động ok !,0,0,1,0,0,0,0,0,0
hàng_không hoạt_động gửi hàng không hàng đi cực_kì thất_vọng bực_mình,0,0,0,0,0,0,1,0,0
sản_phẩm tốt máy đẹp shop uy_tín giao hàng nhanh chất_lượng đúng như quảng_cáo chức_năng hoạt_động ổn_định màn_hình màu_sắc_đẹp cảm_ứng nhạy camera chụp hình chuẩn shop phục_vụ tận_tình giới_thiệu shop bạn_bè người_thân ủng_hộ shop,1,1,1,1,0,0,1,0,0
hình_thức quảng_cáo đạt 98 % pin test phim liên_tục 4g 3 tiếng pin kiểm_tra phần_mềm 3utool đạt 81 % 5 ok shop tu vấn nhiệt_tình chúc shop,0,1,0,0,0,0,1,0,0
chất_lượng chưa kiểm_chứng phục_vụ khiếu_nại shop ổn tạm_thời 5 *,0,0,0,0,0,0,1,0,0
chất lừ sản_phẩm oke,0,0,0,0,0,0,0,0,0
sản_phẩm ok giao đúng mẫu shop tư_vấn nhiệt_tình hàng giao nhanh đóng_gói cẩn_thận shop 5sao,0,0,0,1,0,0,1,0,0
đóng_gói đẹp chất_lượng tốt mua 2 ưng shop phục_vụ nhiệt_tình ủng_hộ shop,0,0,0,1,0,0,1,0,0
máy_đẹp pin trâu vô đối loa không điện_thoại đọ = ),1,1,0,0,0,0,0,0,0
sản_phẩm hãng chủ shop nhiệt_tình,0,0,0,0,0,1,1,0,0
máy oke loa hơi bé tí shop 5,1,0,0,0,0,0,0,0,0
sản_phẩm đẹp đúng hàng giào hàng tư_vấn siêu nhiệt tin_tưởng shop chắc_chắn ủng_hộ,0,1,0,1,0,0,1,0,0
hài_lòng chất_lượng sản_phẩm shop giao hàng siêu nhanh ☺ ️ ☺ ️,0,0,0,1,0,0,0,0,0
tot 5,0,0,0,0,0,0,0,0,1
dt đẹp hàng nguyên tem chất_lượng tốt hãng bảo_hành,0,1,0,0,0,1,0,0,0
xịn ủng_hộ shop nha thái_độ phục_vụ tốt rep nhắn nhanh đóng_gói vận_chuyển nhanh,0,0,0,1,0,0,1,0,0
hàng đầu lỗi shop bảo_hành tặng cường_lực 9d tốn tiền mua sẵn 1 cường_lực : (,0,0,0,0,0,0,0,0,1
hàng oke keng xà_đơn_vị giao hàng bưu_cục,0,0,0,1,0,0,0,0,0
sản_phẩm nguyên seal đúng như mô_tả,0,0,0,0,0,1,0,0,0
giá tiền hàng oki,0,0,0,0,1,0,0,0,0
máy ổn ngon_lành game tốt gọn ngon iphone,0,0,1,0,0,0,0,0,0
shop nhiệt_tình chất_lượng,0,0,0,0,0,0,1,0,0
mua cụ già đọc báo không trước_mắt ổn_áp tầm tiền,0,0,0,0,1,0,0,0,0
máy đẹp test ban_đầu hài_lòng giao hàng hoả_tốc siêu nhanh shop dịp ủng_hộ shop,0,1,0,1,0,0,0,0,0
máy đẹp hoàn_thiện tốt cấu_hình mạnh_mẽ pin trâu cảm_ứng mượt_mà lướt êm_ái màu_sắc rực_rỡ như mong_đợi hài_lòng sản_phẩm shop phục_vụ nhiệt_tình giao hàng đúng hẹn chất_lượng đúng như quảng_bá an_tâm sản_phẩm shop,1,1,1,1,0,0,1,0,0
điện_thoại tốt giao nhanh,0,0,0,1,0,0,0,0,0
shop giao hàng chuẩn máy đẹp hoàn_thiện chi_tiết cấu_hình mạnh_mẽ màn_hình cảm_ứng nhạy màu_sắc rực_rỡ shop uy_tín nhiệt_tình khách_hàng chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm giới_thiệu bạn_bè người_thân ủng_hộ shop,1,1,0,0,0,0,1,0,0
chất_lượng tuyệt_vời nguyên zin 👍 máy chuẩn nghe gọi hàng nhanh shop uy_tín quảng_cáo đúng sản_phẩm,1,0,0,1,0,1,1,0,0
đóng_gói kĩ giao móp hộp giao nhanh nguyên seal shop kèm bảo_hành vàng,0,1,0,1,0,1,0,0,0
màn_hình lớn sống_động nét căng game mướt lắm mua hai chức_năng đều ok tốt giá ngon đẹp,1,1,1,0,1,0,0,0,0
hàng oke,0,0,0,0,0,0,0,0,1
tuyệt điện_thoại đẹp giá shop nhiệt_tình giao đầy_đủ phụ_kiện uy_tín 1 yên_tâm mua hàng shop !,0,1,0,0,1,0,1,1,0
test chức_năng ổn_định máy đẹp lắm giá rẻ chức_năng hoạt_động ổn_định camera chụp hình đẹp cấu_hình_như quảng_cáo game web ổn shop quảng_cáo đúng sự_thật chúc shop phát_triển e ủng_hộ dài_dài,1,1,1,0,1,0,0,0,0
đẹp lắm shop hàng test chức_năng cơ_bản hoạt_động tốt pin hình cảm_ứng nhạy màu_sắc rực_rỡ cấu_hình mạnh_mẽ mạng game sướng âm_thanh nghe lắm hài_lòng vừa_ý chất_lượng sản_phẩm lắm,1,1,1,0,0,0,0,0,0
nt nói_chuyện shop an_tâm mua ủng_hộ điện_thoại hoạt đông tốt nghe goi lau lau len shop hướng_dẫn tải ứng_dụng tận_tình vụ_vẻ chẳng shop dt hài_lòng,0,0,0,0,0,0,1,0,0
máy_nguyên niêm_phong đẹp long_lanh shop nhiệt_tình gọi shop kiểm hàng,0,1,0,0,0,1,1,0,0
hàng đẹp như quảng_cáo,0,1,0,0,0,0,0,0,0
hàng đúng ngư mô_tả máy nguyên seal shop tư_vấn nhiệt_tình ủng_hộ shop,0,0,0,0,0,1,1,0,0
hàng đánh tư_vấn nhiệt hàng nhanh sản_phẩm cũ 1 vết xước ngon,0,1,0,1,0,0,1,0,0
hàng đẹp đúng như,0,1,0,0,0,0,0,0,0
hài_lòng sản_phẩm shop máy đẹp hoạt_động ổn_định cấu_hình mạnh màn_hình cảm_ứng nhạy màu_sắc rực_rỡ như mong_đợi shop giao hàng nhanh đúng hẹn chất_lượng đúng như quảng_bá đồng_tiền shop,1,1,1,1,0,0,0,0,0
nhanh tuyệt_vời shop !,0,0,0,1,0,0,0,0,0
shop phục_vụ cực_kì tốt tư_vấn giải_quyết vận_chuyển máy như máy : ) pin 3 chưa sinh_viên mua ipad 4 bàn_phím đi học tiện chủ shop nâng_cấp máy chắc_chắn mua shop !,1,1,0,0,0,0,1,0,0
máy trầy ít,0,1,0,0,0,0,0,0,0
sản_phẩm hãng máy đẹp chất_lượng ứng_dụng êm game lướt web phim online chạy mượt quay_phim chụp hình pin trâu vừa_ý shop giao hàng đúng như quảng_cáo ủng_hộ shop đon hàng,1,1,1,0,0,1,0,0,0
shop shop uy_tín giao hàng đúng hẹn sản_phẩm hãng 99 % phim game mượt camera chụp hình sắt nét test ứng_dụng chạy êm mượt lắm hài_lòng shop giao hàng đúng như quảng_cáo shop 5,1,1,1,1,0,1,1,0,0
máy hôm 12.9 mak hqua bóc hộp hâhhah máy đẹp lắm chưa check bảo_hành như hehe mua sale ap mã 999k thơm hihi,0,1,0,0,1,0,0,0,0
hàng ưng_ý giao hàng đóng_gói cẩn_thận máy dòng mượt cảm_biến vân quét mặt nhạy mua giá rẻ hài_lòng mua mấy dòng m r chưa thất_vọng,0,0,1,1,1,0,0,0,0
máy đúng như bảo_đảm chưa kích_hoạt giao hàng t / g bình_thường không nhanh không chậm chạy thử ok màu hơi chói 1 chút máy sd chỉnh độ chút đỡ chói,0,0,0,1,0,0,0,0,0
nút hơi dị 1tý,0,1,0,0,0,0,0,0,0
shop gói hàng kĩ sp oke nguyên hộp thử pin trâu đầy_đủ phụ_kiện,1,0,0,1,0,0,0,1,0
sản phâm dep êm dung không lỗi het thanks shop tu van nhiet tình chém gió đồ kiểu,0,1,0,0,0,0,1,0,0
máy chậm hàng 9 trầy loa,1,1,1,0,0,0,0,0,0
giao hơi chậm,0,0,0,1,0,0,0,0,0
2 đều ổn máy hãng kích_hoạt bảo_hành 2 shop giao hàng nhanh,0,1,0,1,0,1,0,0,0
hàng điện_thoại hãng nguyên seal rẻ !,0,1,0,0,1,1,0,0,0
hàng chuẩn nguyên niêm_phong vận_chuyển họp móp,0,0,0,1,0,1,0,0,0
hài_lòng máy đẹp gói hàng cẩn_thận chủ shop tư_vấn nhiệt_tình,0,1,0,1,0,0,1,0,0
mua 2 2950 2850 3,0,0,0,0,0,0,0,0,1
đẹp máy kết_cấu hoàn_thiện bề_ngoài chảnh cấu_hình mạnh_mẽ chuẩn máy 2 an_tâm chức_năng hoạt_động ổn_định shop uy_tín giao hàng đúng như quảng_bá hài_lòng lắm sản_phẩm ủng_hộ 10 chất_lượng,1,1,1,0,0,0,1,0,0
máy_đẹp cám_ơn shop 🙈,0,1,0,0,0,0,0,0,0
cơ_bản hơi trầy viền không_trách đc ra_mắt mấy,0,1,0,0,0,0,0,0,0
tốt giao hàng nhanh đúng màu,0,0,0,1,0,0,0,0,0
chuẩn shop giao hàng chất_lượng đúng quảng_cáo đúng ứng_dụng ổn_định màn_hình cảm_ứng nhạy màu_sắc rực_rỡ chụp hình sướng mạng lướt web phim mượt lắm pin trâu_bò lắm chuẩn vừa_ý lắm shop 5,1,0,1,1,0,0,0,0,0
chuẩn máy đẹp lắm ngoại_hình bắt_mắt cầm đầm chức_năng ổn_định ứng_dụng hoạt_động tốt pin trâu_bò nha anh_em shop làm_ăn oke nhân_viên tư_vấn nhiệt_tình chế_độ hậu_mãi tốt rõ_ràng an_tâm sản_phẩm shop mua,1,1,1,0,0,0,1,0,0
hàng ngon chuẩn,0,0,0,0,0,0,0,0,1
shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý 5,0,0,0,1,1,0,1,0,0
đúng như shop quảng_cáo máy đẹp cấu_hình mạnh_mẽ ứng_dụng hoạt_động êm_ái màn_hình cảm_ứng sắt nét camera chụp ảnh đẹp cực_kỳ đáng_giá đồng_tiền bát gạo hoàn_hảo shop tâm phục_vụ khách_hàng chuyên_nghiệp hài_lòng lắm,1,1,1,0,1,0,1,0,0
hàng đẹp cầm_chắc_tay pin trâu lắm,0,1,0,0,0,0,0,0,0
shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt test ứng_dụng chạy êm pin hình sắt nét vừa_ý shop giao hàng đúng như quảng_cáo ủng_hộ shop đơn hàng 👍,1,0,1,1,0,0,1,0,0
hàng oke chuẩn nguyên_kit giá tốt chất_lượng sản_phẩm giá,0,0,0,0,1,0,0,0,0
máy đẹp a ây,0,1,0,0,0,0,0,0,0
sản_phẩm shopee chất_lượng máy tốt hình_thức đẹp chức_năng hoạt_động ổn_định màn_hình màu_sắc rực_rỡ như mong_đợi tiên mua hàng shope đồng_tiền bát gạo giới_thiệu shope bạn_bè người_thân ủng_hộ 👍,1,1,1,0,1,0,0,0,0
nóng máy hình bấm 1 hồi chụp app loa gọi máy đầu bình hôm gọi 1 nghe 1 nghe rè như xong loa điện_thoại_phát y chang 1 kia đen giao t như shi *,1,0,1,0,0,0,1,0,0
hàng chuẩn shop uy_tín giao hàng đúng sản_phẩm ứng_dụng tốt pin như shop quảng_cáo hài_lòng phong_cách phục_vụ shop chế_độ hậu_mãi tốt quảng_cáo người_thân bạn_bè ủng_hộ,1,1,1,1,0,0,1,0,0
mua 2.790 k kich hoat hop phụ_kiện đủ giao sai oke,0,1,0,0,0,0,1,1,0
5 mua shop mặc_dù miền nam tin_tưởng shop chất_lượng lẫn chính_sách hàng nè,0,0,0,0,0,0,0,0,1
trầy màn_hình máy bóc,0,1,0,0,0,0,1,0,0
sản_phẩm tốt đẹp shop,0,1,0,0,0,0,0,0,0
máy đẹp / cầm_chắc_tay chụp hình nét shop nhiệt_tình chu_đáo sản_phẩm oke hài_lòng máy đẹp / cầm_chắc_tay chụp hình nét nhiệt_tình chu_đáo sản_phẩm oke hài_lòng máy đẹp / cầm_chắc_tay chụp hình nét shop nhiệt_tình,1,1,0,0,0,0,1,0,0
sản_phẩm oke ngon tầm giá 🤩,0,0,0,0,1,0,0,0,0
hàng nguyên uy_tín,0,0,0,0,0,1,1,0,0
sản_phẩm tốt pin hiệu_năng tốt mẫu_mã đẹp giá_cả hơp lí nhân_viên shop nhiệt_tình vui_vẻ hài_lòng sản_phẩm phong_cách phục_vụ shop 😁 😍 😍 😆 😅,1,1,1,0,1,0,1,0,0
máy đẹp ngon chức_năng hoạt_động ổn_định shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình an_tâm sản_phẩm shop,0,1,1,1,0,0,1,0,0
tuyệt,0,0,0,0,0,0,0,0,1
chuẩn shop giao hàng đúng chất chức_năng cơ_bản hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ camera chụp hình hài_lòng vừa_ý lắm shop phục_vụ chuyên_nghiệp nhân_viên nhiệt_tình chế_độ hậu_mãi an_tâm sản_phẩm shop,1,0,1,0,0,0,1,0,0
máy đẹp giá rẻ nóng tụt pin nhanh sạc không nóng ran sim chưa ghép hàng ghép ổn trừ tụt pin nhanh nhanh nóng,1,1,0,0,1,0,0,0,0
bể mất 1 góc tnay không ảnh_hưởng không - - chờ cường_lực dám đằm máy chạy lẹ chưa chưa tnao : 3,0,1,0,0,0,0,0,0,0
san pham_tot cam on shop,0,0,0,0,0,0,0,0,1
điện_thoại hình_thức đẹp giá_thành hợp_lí máy check inbox tham_khảo,0,1,0,0,1,0,0,0,0
đóng_gói cẩn_thận đúng quảng_cáo,0,0,0,1,0,0,0,0,0
kt đúng hãng ưng_ý máy đẹp ổn shop tốt tặng shop 5 mong shop uy_tín như khách_hàng mua hàng onlai chúc shop đông,0,1,0,0,0,1,1,0,0
san phẩm oke co dieu cục sạc hog phai mua sạc,0,0,0,0,0,0,0,1,0
máy đẹp ngon chức_năng hoạt_động ổn_định shop giao hàng nhanh nhân_viên tư_vấn nhiệt_tình an_tâm sản_phẩm shop,0,1,1,1,0,0,1,0,0
oke nha shop ut chất_lượng,0,0,0,0,0,0,0,0,1
mùa covid hàng nhanh như 1 gió máy đẹp shop,0,1,0,1,0,0,0,0,0
chat luong_nhe,0,0,0,0,0,0,0,0,1
nguyên seal giao hàng nhanh như tên_lửa ninja tư_vấn nhiệt shop mua may đắt ... 😍,0,0,0,1,0,1,1,0,0
máy đẹp shop cầm sản_phẩm bề_ngoài máy mới_tinh test ứng_dụng hoạt_động ổn_định màu_sắc rực_rỡ cảm_ứng lướt êm_ái camera chụp ảnh nét hài_lòng sản_phẩm shop giao hàng uy_tín đúng hẹn chất_lượng đúng như quảng_cáo 5,1,1,1,1,0,0,1,0,0
hàng tốt giá nhanh mua hôm mấy trăm,0,0,0,0,0,0,0,0,1
hàng hãng chất_lượng tốt shop uy_tín giao hàng đúng như quảng_cáo test máy xong hài_lòng chức_năng đều ổn shop làm_việc chuyên_nghiệp dễ_thương phục_vụ tận_tình ... 5 shop,1,0,0,0,0,1,1,0,0
máy trầy hơi ổn không phàn_nàn,0,1,0,0,0,0,0,0,0
máy đẹp lắm ứng_dụng cơ_bản hoạt_động tốt màn_hình cảm_ứng nhạy màu_sắc rực_rỡ camera chụp ảnh đẹp nét sản_phẩm hoàn_thiện giá_cả hợp_lý vừa_ý lắm shop uy_tín giao hàng chất_lượng đúng như quảng_cáo 5 shop ủng_hộ shop,1,1,1,0,1,0,1,0,0
máy đẹp cấu_hình mạnh chất_lượng ok shop uy_tín giao hàng đúng hẹn hài_lòng lắm ủng_hộ shop,1,1,0,1,0,0,1,0,0
đẹp máy kết_cấu hoàn_thiện bề_ngoài chảnh cấu_hình mạnh_mẽ chuẩn máy 2 an_tâm chức_năng hoạt_động ổn_định shop uy_tín giao hàng đúng như quảng_bá hài_lòng lắm sản_phẩm ủng_hộ 10 chất_lượng,1,1,1,0,0,0,1,0,0
sp tốt mua,0,0,0,0,0,0,0,0,1
